order_id,item_id,length,width,height,volume,weight,delivery_address_id
20001,100000,2310,1205,1070,2.98,1424,1264
20002,100001,3500,2440,509,4.35,2365,1133
20003,100002,2031,1270,1180,3.04,1634,1155
20003,100003,2031,1270,1180,3.04,1634,1155
20003,100004,2031,1270,1180,3.04,1603,1155
20003,100005,2031,1270,1180,3.04,1603,1155
20003,100006,2031,1270,1180,3.04,1581,1155
20004,100007,2165,1204,710,1.85,876,1482
20004,100008,2165,1204,710,1.85,884,1482
20004,100009,2165,1204,710,1.85,884,1482
20004,100010,2165,1204,710,1.85,893,1482
20004,100011,2165,1204,710,1.85,879,1482
20004,100012,2165,1204,710,1.85,879,1482
20004,100013,2165,1204,710,1.85,895,1482
20004,100014,2165,1204,710,1.85,890,1482
20004,100015,2165,1204,710,1.85,906,1482
20004,100016,2165,1204,710,1.85,879,1482
20005,100017,2230,1155,730,1.88,860,1331
20005,100018,2230,1155,730,1.88,864,1331
20005,100019,2230,1155,730,1.88,840,1331
20005,100020,2230,1155,730,1.88,840,1331
20006,100021,3290,1980,480,3.13,1501,1193
20006,100022,3290,1980,480,3.13,1501,1193
20006,100023,3340,1675,740,4.14,1948,1193
20006,100024,2780,1500,855,3.57,1690,1193
20006,100025,3375,2130,710,5.1,2422,1193
20006,100026,3375,2130,710,5.1,2422,1193
20006,100027,2740,1740,710,3.38,1534,1193
20007,100028,5745,2240,265,3.41,1903,1373
20008,100029,2650,1490,934,3.69,2115,1343
20008,100030,2650,1490,934,3.69,2115,1343
20009,100031,2260,1700,710,2.73,1396,1053
20009,100032,2260,1700,710,2.73,1396,1053
20009,100033,2260,1700,710,2.73,1405,1053
20009,100034,2260,1700,710,2.73,1414,1053
20009,100035,2260,1700,870,3.34,1666,1053
20009,100036,2260,1700,870,3.34,1666,1053
20010,100037,2895,2160,740,4.63,2196,1115
20010,100038,2895,2160,740,4.63,2196,1115
20010,100039,2895,2160,740,4.63,2095,1115
20010,100040,2895,2160,740,4.63,2143,1115
20010,100041,2895,2160,740,4.63,2143,1115
20010,100042,2895,2160,740,4.63,2121,1115
20011,100043,5550,1660,250,2.3,1177,1102
20011,100044,5550,1660,250,2.3,1177,1102
20011,100045,5550,1660,250,2.3,1177,1102
20011,100046,4675,2385,340,3.79,2118,1102
20011,100047,4675,2385,340,3.79,2118,1102
20012,100048,3248,1723,610,3.41,1545,1514
20012,100049,3295,1980,580,3.78,1732,1514
20013,100050,2040,1490,495,1.5,944,1393
20013,100051,2040,1490,1140,3.47,2230,1393
20013,100052,2040,1490,1180,3.59,2085,1393
20013,100053,2040,1490,1180,3.59,2178,1393
20014,100054,2060,1015,985,2.06,1045,1328
20014,100055,2060,1015,985,2.06,1045,1328
20014,100056,2060,1015,985,2.06,1003,1328
20014,100057,2060,1015,985,2.06,1007,1328
20014,100058,2060,1015,985,2.06,1004,1328
20015,100059,2635,1940,430,2.2,1221,1404
20015,100060,3142,1920,519,3.13,1666,1404
20016,100061,2165,1204,730,1.9,712,1092
20016,100062,2165,1204,890,2.32,866,1092
20016,100063,2165,1204,800,2.09,796,1092
20016,100064,2165,1204,800,2.09,789,1092
20016,100065,2165,1204,710,1.85,700,1092
20016,100066,2165,1204,710,1.85,700,1092
20016,100067,2165,1204,710,1.85,686,1092
20016,100068,2165,1204,710,1.85,686,1092
20016,100069,2165,1204,710,1.85,695,1092
20016,100070,2165,1204,710,1.85,668,1092
20016,100071,2165,1204,710,1.85,668,1092
20016,100072,2165,1204,710,1.85,718,1092
20016,100073,2165,1204,710,1.85,668,1092
20017,100074,3140,1029,730,2.36,1481,1168
20017,100075,3140,1029,730,2.36,1494,1168
20017,100076,3140,1029,730,2.36,1494,1168
20017,100077,3140,1029,730,2.36,1478,1168
20017,100078,3140,1029,730,2.36,1472,1168
20018,100079,5600,2190,610,7.48,3084,1425
20019,100080,4375,2280,509,5.08,2470,1417
20020,100081,6580,2280,120,1.8,892,1275
20020,100082,6580,2280,120,1.8,893,1275
20020,100083,6580,2280,425,6.38,3020,1275
20020,100084,6580,2280,425,6.38,3035,1275
20020,100085,6580,2280,425,6.38,3073,1275
20020,100086,6580,2280,425,6.38,3029,1275
20021,100087,2915,1420,1140,4.72,2442,1396
20022,100088,2868,2180,696,4.35,2282,1350
20022,100089,2868,2180,696,4.35,2282,1350
20022,100090,2868,2180,696,4.35,2245,1350
20022,100091,2868,2180,696,4.35,2257,1350
20023,100092,2060,1015,985,2.06,932,1383
20023,100093,2060,1015,985,2.06,921,1383
20023,100094,2060,1015,940,1.97,876,1383
20023,100095,2060,1015,940,1.97,867,1383
20024,100096,2190,965,934,1.97,931,1229
20024,100097,2190,965,934,1.97,940,1229
20025,100098,5380,2290,480,5.91,3812,1243
20026,100099,4425,2020,530,4.74,2100,1453
20027,100100,5110,2200,610,6.86,2566,1403
20028,100101,2310,1440,934,3.11,1565,1150
20028,100102,2310,1440,934,3.11,1560,1150
20028,100103,2310,1440,934,3.11,1560,1150
20028,100104,2310,1440,934,3.11,1540,1150
20028,100105,2310,1440,934,3.11,1549,1150
20028,100106,2310,1440,934,3.11,1640,1150
20028,100107,2310,1440,934,3.11,1640,1150
20029,100108,2655,2290,410,2.49,1097,1099
20029,100109,2655,2290,410,2.49,1097,1099
20029,100110,2655,2290,410,2.49,1097,1099
20029,100111,2655,2290,410,2.49,1097,1099
20029,100112,2655,2290,410,2.49,1106,1099
20029,100113,2655,2290,410,2.49,1106,1099
20029,100114,2655,2290,410,2.49,1097,1099
20029,100115,2655,2290,410,2.49,1097,1099
20029,100116,2655,2290,410,2.49,1106,1099
20029,100117,2655,2290,410,2.49,1106,1099
20029,100118,2655,2290,410,2.49,1106,1099
20029,100119,2655,2290,410,2.49,1106,1099
20029,100120,2655,2290,425,2.58,1099,1099
20030,100121,5130,2265,519,6.03,3741,1126
20030,100122,5130,2265,519,6.03,3741,1126
20030,100123,5130,2265,519,6.03,3136,1126
20030,100124,5130,2265,519,6.03,3136,1126
20031,100125,2880,1883,340,1.84,1166,1250
20031,100126,2880,1883,340,1.84,1173,1250
20031,100127,2880,1883,340,1.84,1178,1250
20031,100128,2880,1883,340,1.84,1178,1250
20032,100129,6195,2040,519,6.56,2909,1203
20033,100130,2190,965,1230,2.6,1419,1554
20033,100131,2190,965,1230,2.6,1419,1554
20034,100132,4920,2270,519,5.8,2527,1233
20035,100133,2045,1200,1050,2.58,1068,1018
20036,100134,4750,1630,519,4.02,1573,1287
20036,100135,4750,1630,495,3.83,1650,1287
20037,100136,2550,2000,1180,6.02,2913,1170
20038,100137,1975,1200,710,1.68,809,1062
20038,100138,1975,1200,710,1.68,837,1062
20038,100139,1975,1200,710,1.68,793,1062
20038,100140,1975,1200,710,1.68,793,1062
20038,100141,1975,1200,710,1.68,804,1062
20038,100142,1975,1200,710,1.68,819,1062
20038,100143,1975,1200,710,1.68,819,1062
20038,100144,1975,1200,710,1.68,803,1062
20038,100145,1975,1200,710,1.68,803,1062
20038,100146,1975,1200,710,1.68,801,1062
20038,100147,1975,1200,710,1.68,814,1062
20038,100148,1975,1200,710,1.68,821,1062
20038,100149,1975,1200,710,1.68,829,1062
20038,100150,1975,1200,710,1.68,829,1062
20038,100151,1975,1200,710,1.68,817,1062
20038,100152,1975,1200,710,1.68,817,1062
20039,100153,5745,2240,480,6.18,3586,1264
20039,100154,5745,2240,480,6.18,3586,1264
20039,100155,5745,2240,480,6.18,3538,1264
20039,100156,5745,2240,480,6.18,3490,1264
20039,100157,5745,2240,480,6.18,3490,1264
20040,100158,2031,1270,1180,3.04,1406,1133
20040,100159,2031,1270,1180,3.04,1389,1133
20040,100160,2031,1270,1180,3.04,1408,1133
20040,100161,2031,1270,1180,3.04,1408,1133
20040,100162,2031,1270,1180,3.04,1439,1133
20040,100163,2031,1270,1180,3.04,1439,1133
20040,100164,2031,1270,1180,3.04,1408,1133
20040,100165,2031,1270,1180,3.04,1398,1133
20040,100166,2031,1270,1180,3.04,1398,1133
20040,100167,2031,1270,1180,3.04,1413,1133
20040,100168,2031,1270,1180,3.04,1414,1133
20041,100169,5745,2240,480,6.18,2741,1155
20041,100170,5745,2240,480,6.18,2759,1155
20042,100171,5745,2240,480,6.18,3411,1482
20042,100172,5745,2240,480,6.18,3411,1482
20042,100173,5745,2240,480,6.18,3449,1482
20042,100174,5745,2240,530,6.82,3682,1482
20042,100175,5745,2240,530,6.82,3682,1482
20043,100176,3660,1720,162,1.02,595,1331
20044,100177,3160,2090,509,3.36,1665,1193
20044,100178,2375,1400,1180,3.92,1704,1193
20045,100179,2330,1190,750,2.08,842,1373
20045,100180,2330,1190,750,2.08,842,1373
