item_id,order_id,truck_id,unload,x,y,z,rotation_axis
100104,20021,1,1,9170,1237,1550,-1
100105,20021,1,1,7005,1225,0,-1
100106,20021,1,1,7005,21,0,-1
100107,20021,1,1,9170,1237,0,-1
100108,20021,1,1,9170,33,0,-1
100109,20021,1,1,11335,21,0,-1
100110,20021,1,1,11335,1225,0,-1
100111,20021,1,1,7005,1225,1550,-1
100112,20021,1,1,7005,21,1550,-1
100113,20021,1,1,9170,33,1550,-1
100114,20021,1,1,7005,1225,710,-1
100115,20021,1,1,7005,21,710,-1
100116,20021,1,1,9170,1237,710,-1
100117,20021,1,1,9170,33,710,-1
100000,20001,1,2,510,20,0,-1
100001,20001,1,2,510,1224,0,-1
100002,20001,1,2,2675,1224,0,-1
100003,20001,1,2,2675,20,0,-1
100004,20001,1,2,4840,1224,0,-1
100005,20001,1,2,4840,20,0,-1
100006,20001,1,2,790,622,710,-1
100007,20001,1,2,790,622,1420,-1
100178,20037,1,2,2955,484,710,-1
100179,20037,1,2,2955,484,1140,-1
100180,20037,1,2,2955,484,1570,-1
100181,20037,1,2,2955,484,2000,-1
100190,20039,2,1,7070,93,480,-1
100191,20039,2,1,7070,93,960,-1
100192,20039,2,1,7070,93,1440,-1
100193,20039,2,1,7070,93,1920,-1
100133,20025,2,2,1325,105,1830,-1
100134,20025,2,2,7070,105,0,-1
100135,20025,2,2,1325,105,0,-1
100136,20025,2,2,1325,105,610,-1
100137,20025,2,2,1325,105,1220,-1
100008,20002,3,1,4062,210,0,-1
100009,20002,3,1,4062,210,710,-1
100010,20002,3,1,6798,210,0,-1
100011,20002,3,1,6798,210,710,-1
100012,20002,3,1,9534,320,696,-1
100013,20002,3,1,9534,210,0,-1
100182,20038,3,1,0,590,0,-1
100183,20038,3,1,0,590,1180,-1
100184,20038,3,1,2031,590,0,-1
100185,20038,3,1,2031,590,1180,-1
100186,20038,3,1,4062,555,1420,-1
100187,20038,3,1,6093,555,1420,-1
100188,20038,3,1,8124,555,1420,-1
100189,20038,3,1,10155,665,1406,-1
100207,20045,4,1,3930,0,2145,-1
100208,20045,4,1,6400,0,2145,-1
100054,20010,4,2,10850,480,0,-1
100055,20010,4,2,10850,480,934,-1
100022,20004,4,3,950,34,0,-1
100023,20004,4,3,2930,50,0,-1
100024,20004,4,3,4910,50,0,-1
100025,20004,4,3,6890,50,0,-1
100026,20004,4,3,8870,625,0,-1
100027,20004,4,3,950,1234,0,-1
100028,20004,4,3,2930,1250,0,-1
100029,20004,4,3,4910,1250,0,-1
100030,20004,4,3,6890,1250,0,-1
100194,20040,4,3,2930,50,985,-1
100195,20040,4,3,4910,50,985,-1
100196,20040,4,3,6890,50,985,-1
100197,20040,4,3,6890,1250,985,-1
100198,20040,4,3,2930,1250,985,-1
100199,20040,4,3,4910,1250,985,-1
100200,20040,4,3,8870,625,985,-1
100045,20008,5,1,10252,363,1650,-1
100062,20014,5,2,10253,280,1140,-1
100225,20050,5,2,8222,480,1180,-1
100226,20050,5,2,10253,209,0,2
100227,20050,5,2,11743,209,0,2
100079,20018,5,3,98,590,1180,-1
100080,20018,5,3,2129,590,1180,-1
100081,20018,5,3,98,590,0,-1
100082,20018,5,3,2129,590,0,-1
100083,20018,5,3,4160,590,0,-1
100084,20018,5,3,6191,590,0,-1
100085,20018,5,3,8222,590,0,-1
100086,20018,5,3,4160,590,1180,-1
100087,20018,5,3,6191,590,1180,-1
100234,20054,5,3,1165,685,2230,-1
100154,20030,6,1,6080,44,840,-1
100155,20030,6,1,6080,44,1460,-1
100126,20024,6,2,3915,623,990,-1
100127,20024,6,2,6080,20,0,-1
100128,20024,6,2,8245,20,0,-1
100129,20024,6,2,10410,20,0,-1
100130,20024,6,2,6080,1224,0,-1
100131,20024,6,2,8245,1224,0,-1
100132,20024,6,2,10410,1224,0,-1
100044,20007,6,3,1725,743,990,-1
100204,20043,6,3,530,125,0,-1
100205,20043,6,3,530,125,495,-1
100206,20044,7,1,6954,40,1460,-1
100014,20003,7,2,8604,42,0,-1
100015,20003,7,2,8604,1246,0,-1
100016,20003,7,2,8604,42,710,-1
100017,20003,7,2,8604,1246,710,-1
100018,20003,7,2,10769,42,0,-1
100019,20003,7,2,10769,1246,0,-1
100020,20003,7,2,10769,42,710,-1
100021,20003,7,2,10769,1246,710,-1
100091,20020,7,3,1914,1130,0,-1
100092,20020,7,3,1914,80,0,-1
100093,20020,7,3,1914,1130,730,-1
100094,20020,7,3,4144,1130,0,-1
100095,20020,7,3,6374,1130,0,-1
100096,20020,7,3,4144,1130,730,-1
100097,20020,7,3,1914,80,730,-1
100098,20020,7,3,6374,1130,730,-1
100099,20020,7,3,4724,604,1460,-1
100100,20020,7,3,4144,80,0,-1
100101,20020,7,3,6374,80,0,-1
100102,20020,7,3,4144,80,730,-1
100103,20020,7,3,6374,80,730,-1
100236,20056,7,3,2124,515,1460,-1
100159,20032,8,1,6937,234,1009,-1
100160,20032,8,1,6937,234,1434,-1
100161,20032,8,1,6937,234,1859,-1
100163,20034,8,2,2257,692,1599,-1
100164,20034,8,2,4597,202,1599,-1
100165,20034,8,2,4992,1282,1599,-1
100166,20034,8,2,6937,222,0,-1
100167,20034,8,2,6937,1222,0,-1
100168,20034,8,2,8882,222,0,-1
100169,20034,8,2,10827,222,0,-1
100170,20034,8,2,8882,1222,0,-1
100171,20034,8,2,10827,1222,0,-1
100172,20035,8,3,1447,182,519,-1
100173,20035,8,3,1447,182,1059,-1
100174,20035,8,3,727,222,0,-1
100219,20048,9,1,9970,286,1050,-1
100046,20009,9,2,2910,480,1490,-1
100047,20009,9,2,4950,480,1490,-1
100048,20009,9,2,6990,205,0,2
100049,20009,9,2,6990,205,1050,2
100050,20009,9,2,8480,205,0,2
100051,20009,9,2,8480,205,1050,2
100052,20009,9,2,9970,402,0,-1
100053,20009,9,2,12010,402,0,2
100209,20046,9,3,1245,105,0,-1
100210,20046,9,3,1245,105,480,-1
100211,20046,9,3,1245,105,960,-1
100118,20022,10,1,7560,177,0,-1
100119,20022,10,1,10530,177,0,-1
100120,20022,10,1,7560,177,710,-1
100121,20022,10,1,10530,177,710,-1
100122,20022,10,1,7560,177,1420,-1
100056,20011,10,2,415,250,610,-1
100212,20047,10,2,625,255,1090,-1
100213,20047,10,2,2885,255,1090,-1
100214,20047,10,2,5145,610,580,-1
100215,20047,10,2,5145,610,1160,-1
100216,20047,10,2,5145,610,1740,-1
100217,20047,10,2,2740,551,1609,-1
100218,20047,10,2,5145,551,0,-1
100162,20033,10,3,35,125,0,-1
100074,20017,11,1,9275,1246,1550,-1
100075,20017,11,1,11440,211,0,-1
100076,20017,11,1,11440,211,985,-1
100077,20017,11,1,11440,1226,0,-1
100078,20017,11,1,11440,1226,985,-1
100031,20005,11,2,7110,1246,710,-1
100032,20005,11,2,7110,42,710,-1
100033,20005,11,2,9275,42,710,-1
100034,20005,11,2,7110,42,0,-1
100035,20005,11,2,7110,1246,0,-1
100036,20005,11,2,9275,42,0,-1
100037,20005,11,2,9275,1246,0,-1
100038,20005,11,2,9275,1246,710,-1
100039,20005,11,2,2295,545,1406,-1
100040,20005,11,2,7110,42,1360,-1
100041,20005,11,2,9275,42,1360,-1
100042,20005,11,2,7110,1246,1240,-1
100201,20041,11,2,4460,487,1400,-1
100057,20012,11,3,590,167,0,-1
100058,20012,11,3,3850,167,0,-1
100059,20012,11,3,1114,252,710,-1
100060,20012,11,3,3850,167,710,-1
100153,20029,12,1,7780,235,1655,-1
100063,20015,12,2,7780,80,0,-1
100064,20015,12,2,10435,80,0,-1
100065,20015,12,2,7780,80,835,-1
100066,20015,12,2,7780,80,1245,-1
100067,20015,12,2,10435,80,835,-1
