order_id,item_id,length,width,height,volume,weight,delivery_address_id
20001,100000,2650,1490,934,3.69,1720,1493
20002,100001,2730,1700,320,1.49,731,1157
20002,100002,2730,1700,775,3.6,1782,1157
20003,100003,6580,2280,425,6.38,3635,1014
20003,100004,6580,2280,425,6.38,3635,1014
20004,100005,3210,2350,533,4.02,2104,1324
20004,100006,3210,2350,533,4.02,2104,1324
20004,100007,3170,1870,533,3.16,2112,1324
20005,100008,2230,1155,810,2.09,938,1277
20005,100009,2230,1155,730,1.88,877,1277
20005,100010,2230,1155,730,1.88,877,1277
20005,100011,2230,1155,730,1.88,861,1277
20005,100012,2230,1155,730,1.88,861,1277
20005,100013,2230,1155,730,1.88,838,1277
20005,100014,2230,1155,730,1.88,838,1277
20005,100015,2230,1155,730,1.88,843,1277
20005,100016,2230,1155,730,1.88,834,1277
20005,100017,2230,1155,730,1.88,827,1277
20006,100018,5230,2290,265,3.17,1696,1076
20006,100019,5230,2290,265,3.17,1696,1076
20006,100020,5230,2290,519,6.22,3346,1076
20007,100021,2310,1440,934,3.11,1534,1550
20007,100022,2310,1440,934,3.11,1534,1550
20008,100023,3070,1790,200,1.1,356,1139
20008,100024,3070,1790,200,1.1,356,1139
20008,100025,3070,1790,620,3.41,2245,1139
20008,100026,3070,1790,620,3.41,2245,1139
20009,100027,2890,2450,440,3.12,1897,1536
20009,100028,2890,2450,440,3.12,1897,1536
20010,100029,2165,1204,710,1.85,867,1242
20010,100030,2165,1204,710,1.85,871,1242
20010,100031,2165,1204,710,1.85,871,1242
20010,100032,2165,1204,710,1.85,863,1242
20010,100033,2165,1204,710,1.85,863,1242
20010,100034,2165,1204,710,1.85,896,1242
20010,100035,2165,1204,710,1.85,896,1242
20010,100036,2165,1204,710,1.85,874,1242
20010,100037,2165,1204,710,1.85,874,1242
20011,100038,2165,1204,710,1.85,937,1400
20011,100039,2165,1204,710,1.85,924,1400
20011,100040,2165,1204,710,1.85,899,1400
20012,100041,4725,1940,150,1.37,677,1538
20013,100042,2165,1204,710,1.85,669,1510
20013,100043,2165,1204,710,1.85,669,1510
20013,100044,2165,1204,710,1.85,674,1510
20013,100045,2165,1204,710,1.85,674,1510
20013,100046,2165,1204,710,1.85,679,1510
20013,100047,2165,1204,710,1.85,679,1510
20013,100048,2165,1204,710,1.85,664,1510
20013,100049,2165,1204,710,1.85,664,1510
20013,100050,2165,1204,710,1.85,649,1510
20013,100051,2165,1204,710,1.85,688,1510
20013,100052,2165,1204,710,1.85,673,1510
20014,100053,5220,1980,130,1.34,906,1480
20015,100054,2120,1080,1230,2.82,816,1313
20015,100055,2120,1080,1230,2.82,834,1313
20016,100056,2895,2160,600,3.75,1728,1539
20016,100057,2895,2160,730,4.56,2168,1539
20017,100058,2225,1034,730,1.68,1059,1409
20017,100059,2225,1034,730,1.68,1059,1409
20017,100060,2225,1034,730,1.68,1070,1409
20017,100061,2225,1034,730,1.68,1028,1409
20017,100062,2225,1034,730,1.68,1038,1409
20017,100063,2225,1034,730,1.68,1018,1409
20017,100064,2225,1034,730,1.68,1028,1409
20017,100065,2225,1034,730,1.68,1028,1409
20018,100066,2310,1440,1070,3.56,1588,1023
20018,100067,2310,1440,1070,3.56,1588,1023
20018,100068,2310,1440,1070,3.56,1598,1023
20018,100069,2310,1440,1070,3.56,1598,1023
20018,100070,2310,1440,934,3.11,1390,1023
20019,100071,2100,1410,1140,3.38,1233,1406
20019,100072,2100,1410,1140,3.38,1233,1406
20019,100073,2100,1410,1140,3.38,1283,1406
20019,100074,2100,1410,1140,3.38,1274,1406
