item_id order_id truck_id unload x y z rotation_axis
100043 20015 1 1 6670 4 1018 -1
100146 20042 1 1 6670 0 1318 -1
100052 20017 1 2 3440 507 1648 -1
100053 20017 1 2 9540 70 0 2
100054 20017 1 2 10975 70 0 2
100055 20017 1 2 9800 70 509 2
100056 20017 1 2 11160 70 509 2
100057 20017 1 2 12520 70 0 2
100030 20010 1 3 570 120 0 -1
100124 20037 1 3 570 385 610 -1
100125 20037 1 3 570 385 950 -1
100126 20037 1 3 570 385 1290 -1
100127 20037 1 3 570 385 1630 -1
100128 20037 1 3 6410 70 0 -1
100129 20037 1 3 6670 70 533 -1
100130 20037 1 3 3440 300 610 -1
100131 20037 1 3 3440 300 1129 -1
100037 20013 2 1 8120 518 1018 -1
100135 20040 2 1 8120 80 0 -1
100136 20040 2 1 8120 80 509 -1
100098 20027 2 2 2570 720 2560 -1
100099 20027 2 2 4800 670 2380 -1
100044 20016 2 3 4800 335 640 -1
100045 20016 2 3 4800 335 970 -1
100046 20016 2 3 4800 335 1580 -1
100047 20016 2 3 1480 335 0 -1
100048 20016 2 3 4800 335 0 -1
100049 20016 2 3 1480 335 640 -1
100050 20016 2 3 1480 335 1280 -1
100051 20016 2 3 1480 335 1920 -1
100147 20043 2 3 4800 511 2190 -1
100021 20007 3 1 0 75 0 -1
100022 20007 3 1 5430 75 0 -1
100023 20007 3 1 0 1185 0 -1
100024 20007 3 1 5430 1185 0 -1
100025 20007 3 1 5200 40 1385 -1
100026 20007 3 1 8030 40 1385 -1
100115 20034 3 1 1120 80 425 -1
100116 20034 3 1 1120 80 905 -1
100117 20034 3 1 5990 80 425 -1
100118 20034 3 1 5990 80 905 -1
100027 20008 4 1 4787 13 0 -1
100028 20008 4 1 4787 13 320 -1
100119 20035 4 1 4787 105 640 -1
100120 20035 4 1 4787 105 1120 -1
100121 20035 4 1 4787 105 1600 -1
100122 20035 4 1 4787 105 2080 -1
100064 20021 4 2 3017 575 1180 -1
100065 20021 4 2 725 590 0 -1
100066 20021 4 2 2756 590 0 -1
100001 20002 5 1 1400 25 0 -1
100002 20002 5 1 1400 1225 0 -1
100003 20002 5 1 3380 25 0 -1
100004 20002 5 1 3380 1225 0 -1
100005 20002 5 1 5360 25 0 -1
100006 20002 5 1 5360 1225 0 -1
100007 20002 5 1 7340 25 0 -1
100008 20002 5 1 7340 1225 0 -1
100009 20002 5 1 9320 25 0 -1
100010 20002 5 1 9320 1225 0 -1
100011 20002 5 1 11300 25 0 -1
100012 20002 5 1 11300 1225 0 -1
