item_id,order_id,truck_id,unload,x,y,z,rotation_axis
100057,20013,1,1,7005,131,840,-1
100058,20013,1,1,1095,40,1220,-1
100059,20013,1,1,1095,40,1650,-1
100060,20013,1,1,2690,80,2080,-1
100061,20013,1,1,7075,516,1030,-1
100240,20057,1,1,7005,22,0,-1
100241,20057,1,1,9170,22,0,-1
100242,20057,1,1,11335,22,0,-1
100243,20057,1,1,7005,1226,0,-1
100244,20057,1,1,9170,1226,0,-1
100245,20057,1,1,11335,1226,0,-1
100246,20057,1,1,9965,624,840,-1
100065,20016,1,2,1165,80,0,-1
100066,20016,1,2,1165,80,610,-1
100031,20007,2,1,6378,135,1140,-1
100221,20051,2,1,6378,477,2110,-1
100222,20051,2,1,9258,477,1680,-1
100223,20051,2,1,9258,477,2110,-1
100224,20051,2,1,6378,284,1680,-1
100196,20044,2,2,4338,480,1140,-1
100197,20044,2,2,258,480,0,-1
100198,20044,2,2,2298,480,0,-1
100199,20044,2,2,4338,480,0,-1
100200,20044,2,2,258,480,1140,-1
100201,20044,2,2,2298,480,1140,-1
100202,20044,2,2,6378,205,0,2
100203,20044,2,2,7868,205,0,2
100204,20044,2,2,9358,205,0,2
100205,20044,2,2,10848,205,0,2
100062,20014,3,1,11180,245,0,-1
100063,20014,3,1,11180,245,750,-1
100247,20058,3,1,5000,196,0,-1
100248,20058,3,1,7060,201,0,-1
100249,20058,3,1,9120,205,0,-1
100250,20058,3,1,5000,1211,0,-1
100251,20058,3,1,7060,1216,0,-1
100252,20058,3,1,9120,1220,0,-1
100253,20058,3,1,9120,1220,985,-1
100254,20058,3,1,5000,1211,985,-1
100255,20058,3,1,7060,1216,985,-1
100256,20058,3,1,5000,196,985,-1
100257,20058,3,1,7060,201,985,-1
100258,20058,3,1,9120,205,985,-1
100139,20035,3,2,0,360,0,-1
100140,20035,3,2,100,373,280,-1
100141,20035,3,2,1660,590,610,-1
100142,20035,3,2,1660,590,1105,-1
100143,20035,3,2,1660,590,1600,-1
100189,20043,4,1,5950,212,1283,-1
100190,20043,4,1,8010,212,1283,-1
100191,20043,4,1,7320,1227,1283,-1
100192,20043,4,1,9380,1227,1283,-1
100193,20043,4,1,11440,1222,0,-1
100194,20043,4,1,11440,207,0,-1
100195,20043,4,1,11440,714,985,-1
100226,20053,4,2,5950,175,0,-1
100227,20053,4,2,5950,175,265,-1
100228,20053,4,2,5950,175,774,-1
100088,20024,4,3,1990,622,1145,-1
100089,20024,4,3,3970,622,1145,-1
100090,20024,4,3,10,22,0,-1
100091,20024,4,3,10,1222,0,-1
100092,20024,4,3,1990,22,0,-1
100093,20024,4,3,3970,22,0,-1
100094,20024,4,3,1990,1222,0,-1
100095,20024,4,3,3970,1222,0,-1
100292,20068,4,3,1975,386,985,-1
100100,20026,5,1,10930,622,710,-1
100101,20026,5,1,10930,622,1020,-1
100102,20026,5,1,10930,1224,0,-1
100103,20026,5,1,10930,20,0,-1
100104,20026,5,1,10930,622,1600,-1
100073,20018,5,2,0,395,0,-1
100074,20018,5,2,5670,110,1060,-1
100075,20018,5,2,6010,90,1380,-1
100076,20018,5,2,5550,80,0,-1
100077,20018,5,2,5550,80,530,-1
100265,20062,5,2,2905,570,1741,-1
100266,20062,5,2,210,552,265,-1
100267,20062,5,2,2880,552,265,-1
100268,20062,5,2,2905,553,1351,-1
100269,20062,5,2,2905,570,2136,-1
100270,20062,5,2,2930,495,655,-1
100019,20005,6,1,3825,410,1426,-1
100020,20005,6,1,0,410,0,-1
100021,20005,6,1,3825,410,0,-1
100022,20005,6,1,2110,510,730,-1
100023,20005,6,1,4880,510,730,-1
100212,20049,6,1,7650,105,0,-1
100213,20049,6,1,7650,105,480,-1
100214,20049,6,1,7650,105,960,-1
100215,20049,6,1,7650,105,1440,-1
100033,20009,7,1,8080,61,1180,-1
100034,20009,7,1,8080,61,1360,-1
100067,20017,7,2,1987,590,1392,-1
100068,20017,7,2,4018,590,1392,-1
100069,20017,7,2,6049,590,1392,-1
100070,20017,7,2,8080,34,0,2
100071,20017,7,2,9350,34,0,-1
100072,20017,7,2,11381,34,0,-1
100263,20061,7,2,9350,1304,0,-1
100264,20061,7,2,11370,1304,0,-1
100096,20025,7,3,1656,117,0,-1
100097,20025,7,3,4868,117,0,-1
100098,20025,7,3,1656,117,696,-1
100099,20025,7,3,4868,117,696,-1
100081,20022,8,1,6651,147,1700,-1
100136,20034,8,2,6651,249,1220,-1
100137,20034,8,2,6651,147,0,-1
100138,20034,8,2,6651,147,610,-1
100150,20038,8,3,2901,400,1600,-1
100151,20038,8,3,2901,400,0,-1
100152,20038,8,3,2901,400,800,-1
100132,20033,8,4,301,340,0,-1
100133,20033,8,4,301,340,430,-1
100134,20033,8,4,301,340,860,-1
100135,20033,8,4,301,340,1290,-1
100168,20041,9,1,8023,138,1180,-1
100043,20011,9,2,1288,551,340,-1
100044,20011,9,2,3533,551,340,-1
100045,20011,9,2,5778,551,885,-1
100046,20011,9,2,10728,940,0,-1
100047,20011,9,2,1288,551,1480,-1
100048,20011,9,2,3533,551,1480,-1
100049,20011,9,2,8032,138,0,2
100050,20011,9,2,9380,138,0,2
100230,20055,9,2,10728,159,0,0
100231,20055,9,2,5787,625,0,-1
100144,20036,9,3,512,350,0,-1
100285,20066,10,1,10199,208,0,2
100286,20066,10,1,11469,588,0,-1
100287,20066,10,1,8168,582,1080,-1
100288,20066,10,1,10199,588,1140,-1
100080,20021,10,2,3228,355,1585,-1
100280,20065,10,2,6188,625,1045,-1
100281,20065,10,2,8168,17,0,-1
100282,20065,10,2,8168,1217,0,-1
100283,20065,10,2,6188,1225,0,-1
100284,20065,10,2,6188,25,0,-1
100064,20015,10,3,1838,467,960,-1
100259,20059,10,3,443,105,0,-1
100260,20059,10,3,443,105,480,-1
100024,20006,11,1,3759,223,1570,-1
100025,20006,11,1,3759,1233,1570,-1
100026,20006,11,1,5919,207,1570,-1
100027,20006,11,1,5919,1217,1570,-1
100028,20006,11,1,8079,1331,0,-1
100029,20006,11,1,8079,1331,1960,-1
100030,20006,11,1,10239,1331,0,-1
100216,20050,11,1,8079,226,0,-1
100217,20050,11,1,8079,226,1230,-1
100218,20050,11,1,8079,1331,730,-1
100219,20050,11,1,10109,226,0,-1
100220,20050,11,1,10109,226,1230,-1
100129,20032,11,2,2334,105,610,-1
100130,20032,11,2,2334,105,1090,-1
100131,20032,11,2,2334,105,0,-1
100009,20003,12,1,6750,345,730,-1
100010,20003,12,1,6750,345,1239,-1
100210,20047,12,1,6750,250,1748,-1
100082,20023,12,2,6750,70,0,-1
100083,20023,12,2,6750,1225,0,-1
100084,20023,12,2,8980,70,0,-1
100085,20023,12,2,8980,1225,0,-1
100086,20023,12,2,11210,70,0,-1
100087,20023,12,2,11210,1225,0,-1
100289,20067,12,2,2710,1154,1460,-1
100290,20067,12,2,4730,178,730,-1
100291,20067,12,2,4730,1162,1460,-1
100011,20004,12,3,2630,82,0,-1
100012,20004,12,3,2670,82,730,-1
100013,20004,12,3,4690,82,0,-1
100014,20004,12,3,2670,74,1460,-1
100015,20004,12,3,2630,1162,730,-1
100016,20004,12,3,4690,1162,730,-1
100017,20004,12,3,2630,1162,0,-1
100018,20004,12,3,4690,1162,0,-1
100211,20048,12,3,0,580,0,-1
100206,20045,13,1,8073,575,430,-1
100207,20045,13,1,10773,575,430,-1
100208,20045,13,1,8073,575,1370,-1
100051,20012,13,2,8073,60,0,-1
100052,20012,13,2,10688,60,0,-1
100053,20012,13,2,1863,215,0,-1
100054,20012,13,2,1863,215,505,-1
100055,20012,13,2,2473,130,1010,-1
100056,20012,13,2,2473,130,1620,-1
100107,20028,14,1,7654,563,533,-1
100108,20028,14,1,1504,563,1066,-1
100109,20028,14,1,3554,563,1066,-1
100110,20028,14,1,5604,563,1066,-1
100111,20028,14,1,7654,563,1518,-1
100112,20028,14,1,9704,563,0,-1
100113,20028,14,1,9704,563,1180,-1
100114,20028,14,1,11754,200,0,2
100115,20028,14,1,11754,200,1180,2
100116,20029,14,2,74,50,0,-1
100117,20029,14,2,3284,50,0,-1
100118,20029,14,2,6494,50,0,-1
100119,20029,14,2,1234,50,533,-1
100120,20029,14,2,4444,50,533,-1
100000,20001,15,1,7530,1112,1480,-1
100001,20001,15,1,9540,0,0,-1
100002,20001,15,1,11520,25,0,-1
100003,20001,15,1,9540,1200,0,-1
100004,20001,15,1,11520,1225,0,-1
100005,20001,15,1,9540,600,934,-1
100229,20054,15,2,7530,292,1480,-1
100232,20056,15,3,1740,152,1480,-1
100233,20056,15,3,4635,152,1480,-1
100234,20056,15,3,855,152,0,-1
100235,20056,15,3,3750,152,0,-1
100236,20056,15,3,6645,152,0,-1
100237,20056,15,3,855,152,740,-1
100238,20056,15,3,3750,152,740,-1
100239,20056,15,3,6645,152,740,-1
100006,20002,16,1,7966,1317,710,-1
100007,20002,16,1,7966,237,710,-1
100008,20002,16,1,7966,777,1440,-1
100209,20046,16,1,10026,394,710,-1
100145,20037,16,2,7966,1246,0,-1
100146,20037,16,2,7966,42,0,-1
100147,20037,16,2,10131,1246,0,-1
100148,20037,16,2,10131,42,0,-1
100149,20037,16,2,12296,79,0,2
100157,20040,16,3,196,81,0,-1
100158,20040,16,3,2796,81,710,-1
100159,20040,16,3,2796,81,0,-1
100160,20040,16,3,841,606,495,-1
100161,20040,16,3,2101,1526,0,-1
100162,20040,16,3,2101,1526,1045,-1
100163,20040,16,3,6011,1526,0,-1
100164,20040,16,3,2826,106,1205,-1
100165,20040,16,3,5396,106,0,-1
100166,20040,16,3,4056,1526,0,-1
100167,20040,16,3,5396,429,934,-1
100121,20030,17,1,11470,480,0,-1
100122,20030,17,1,1320,499,1246,-1
100123,20030,17,1,3350,499,1246,-1
100124,20030,17,1,9440,480,0,-1
100125,20030,17,1,9440,480,1200,-1
100126,20030,17,1,5380,444,1066,-1
100127,20030,17,1,7410,444,1060,-1
100078,20019,17,2,770,257,1066,-1
100271,20063,17,2,190,309,0,-1
100272,20063,17,2,190,309,533,-1
100273,20063,17,2,3360,309,0,-1
100274,20063,17,2,3360,309,533,-1
100275,20063,17,2,6530,309,0,-1
100276,20063,17,2,6530,309,530,-1
100035,20010,18,1,7400,415,1610,-1
100036,20010,18,1,1300,415,1961,-1
100037,20010,18,1,4350,415,1961,-1
100038,20010,18,1,7400,415,0,-1
100039,20010,18,1,10450,415,0,-1
100040,20010,18,1,7400,415,805,-1
100041,20010,18,1,1300,415,1265,-1
100042,20010,18,1,4350,415,1265,-1
100105,20027,18,2,1240,40,620,-1
100106,20027,18,2,1240,40,0,-1
100032,20008,-1,-1,-1,-1,-1,-1
100079,20020,-1,-1,-1,-1,-1,-1
100128,20031,-1,-1,-1,-1,-1,-1
100153,20039,-1,-1,-1,-1,-1,-1
100154,20039,-1,-1,-1,-1,-1,-1
100155,20039,-1,-1,-1,-1,-1,-1
100156,20039,-1,-1,-1,-1,-1,-1
100169,20042,-1,-1,-1,-1,-1,-1
100170,20042,-1,-1,-1,-1,-1,-1
100171,20042,-1,-1,-1,-1,-1,-1
100172,20042,-1,-1,-1,-1,-1,-1
100173,20042,-1,-1,-1,-1,-1,-1
100174,20042,-1,-1,-1,-1,-1,-1
100175,20042,-1,-1,-1,-1,-1,-1
100176,20042,-1,-1,-1,-1,-1,-1
100177,20042,-1,-1,-1,-1,-1,-1
100178,20042,-1,-1,-1,-1,-1,-1
100179,20042,-1,-1,-1,-1,-1,-1
100180,20042,-1,-1,-1,-1,-1,-1
100181,20042,-1,-1,-1,-1,-1,-1
100182,20042,-1,-1,-1,-1,-1,-1
100183,20042,-1,-1,-1,-1,-1,-1
100184,20042,-1,-1,-1,-1,-1,-1
