order_id,item_id,length,width,height,volume,weight,delivery_address_id
20001,100000,2960,2294,710,4.82,3242,1484
20001,100001,2330,1150,760,2.04,1370,1484
20001,100002,2330,1150,760,2.04,1340,1484
20001,100003,2960,2294,855,5.81,3880,1484
20001,100004,2960,2294,855,5.81,3880,1484
20001,100005,2285,1200,840,2.3,1509,1484
20002,100006,5770,2180,540,6.79,4811,1016
20002,100007,5770,2180,540,6.79,4811,1016
20002,100008,5380,2290,530,6.53,4799,1016
20003,100009,1980,1200,934,2.22,1049,1262
20003,100010,1980,1200,934,2.22,1036,1262
20003,100011,1980,1200,934,2.22,1061,1262
20003,100012,1980,1200,934,2.22,1061,1262
20003,100013,1980,1200,934,2.22,1020,1262
20003,100014,1980,1200,934,2.22,1020,1262
20003,100015,1980,1200,934,2.22,1051,1262
20003,100016,1980,1200,934,2.22,1008,1262
20003,100017,1980,1200,934,2.22,1008,1262
20003,100018,1980,1200,934,2.22,1048,1262
20004,100019,3270,1960,519,3.33,2136,1219
20004,100020,2150,1090,840,1.97,1008,1219
20004,100021,2150,1090,840,1.97,1008,1219
20004,100022,2150,1090,940,2.2,1172,1219
20004,100023,2450,830,1140,2.32,1237,1219
20005,100024,2031,1270,740,1.91,1008,1353
20005,100025,2031,1270,740,1.91,1008,1353
20005,100026,2031,1270,1180,3.04,1572,1353
20005,100027,2031,1270,1180,3.04,1572,1353
20005,100028,2031,1270,1180,3.04,1534,1353
20005,100029,2031,1270,1170,3.02,1518,1353
20005,100030,2031,1270,1170,3.02,1468,1353
20006,100031,2030,1490,885,2.68,974,1073
20007,100032,5940,2342,340,4.73,2959,1059
20007,100033,5940,2342,340,4.73,2959,1059
20008,100034,5000,1730,280,2.42,1496,1015
20008,100035,6240,2090,390,5.09,2783,1015
20009,100036,5745,2240,480,6.18,3450,1108
20009,100037,5745,2240,480,6.18,3450,1108
20009,100038,5745,2240,480,6.18,3163,1108
20009,100039,5745,2240,480,6.18,3163,1108
20009,100040,5745,2240,480,6.18,2969,1108
20010,100041,2895,2160,740,4.63,2199,1082
20010,100042,2895,2160,740,4.63,2098,1082
20011,100043,5745,2240,480,6.18,2684,1361
20011,100044,5745,2240,480,6.18,2704,1361
20011,100045,5745,2240,480,6.18,2654,1361
20011,100046,5745,2240,480,6.18,2654,1361
20012,100047,2140,2090,740,3.31,1513,1355
20012,100048,2140,2090,740,3.31,1513,1355
20012,100049,2430,1300,970,3.06,1469,1355
