item_id,order_id,truck_id,unload,x,y,z,rotation_axis
100078,20019,1,1,5785,215,2220,-1
100079,20019,1,1,5785,210,1610,-1
100006,20002,1,2,5940,135,0,-1
100007,20002,1,2,5940,135,540,-1
100008,20002,1,2,5940,80,1080,-1
100109,20027,1,2,0,625,0,-1
100110,20027,1,2,1980,625,0,-1
100111,20027,1,2,3960,625,0,-1
100112,20027,1,2,3805,625,1070,-1
100047,20012,2,1,9067,179,985,-1
100048,20012,2,1,11207,179,985,-1
100049,20012,2,1,9067,574,1725,-1
100080,20020,2,2,7087,1225,0,-1
100081,20020,2,2,7087,25,0,-1
100082,20020,2,2,9067,24,0,-1
100083,20020,2,2,11047,24,0,-1
100084,20020,2,2,9067,1224,0,-1
100085,20020,2,2,11047,1224,0,-1
100086,20020,2,2,7087,625,985,-1
100097,20025,2,3,2077,1516,0,0
100098,20025,2,3,47,480,0,-1
100099,20025,2,3,47,480,1140,-1
100100,20025,2,3,2077,26,0,-1
100101,20025,2,3,2077,26,1140,-1
100102,20025,2,3,4107,210,0,2
100103,20025,2,3,4107,210,1140,2
100104,20025,2,3,5597,210,0,2
100105,20025,2,3,5597,210,1140,2
100000,20001,3,1,8506,100,0,-1
100001,20001,3,1,8506,1300,710,-1
100002,20001,3,1,8586,150,1550,-1
100003,20001,3,1,2666,146,1590,-1
100004,20001,3,1,5626,146,1590,-1
100005,20001,3,1,8506,100,710,-1
100106,20026,3,1,2666,188,0,-1
100107,20026,3,1,2666,188,530,-1
100108,20026,3,1,2666,188,1060,-1
100091,20023,4,1,5693,105,0,-1
100092,20023,4,1,5693,105,480,-1
100093,20023,4,1,5693,105,960,-1
100094,20023,4,1,5693,105,1490,-1
100019,20004,4,2,2423,214,0,-1
100020,20004,4,2,273,680,0,-1
100021,20004,4,2,273,680,840,-1
100022,20004,4,2,2423,214,519,-1
100023,20004,4,2,3243,1304,519,-1
100050,20013,5,1,5376,590,1490,-1
100051,20013,5,1,7407,590,960,-1
100052,20013,5,1,9438,590,960,-1
100053,20013,5,1,11469,590,960,-1
100170,20038,5,1,1776,361,1490,-1
100171,20038,5,1,1776,961,1490,-1
100172,20038,5,1,1776,1561,1490,-1
100043,20011,5,2,1776,105,0,-1
100044,20011,5,2,1776,105,480,-1
100045,20011,5,2,7521,105,0,-1
100046,20011,5,2,7521,105,480,-1
100160,20036,5,2,1776,80,960,-1
100065,20015,6,1,10930,515,600,-1
100066,20015,6,1,10930,515,1534,-1
100070,20017,6,2,8900,480,1534,-1
100071,20017,6,2,8900,480,600,-1
100072,20017,6,2,4940,645,1340,-1
100073,20017,6,2,6920,645,1340,-1
100024,20005,6,3,4838,590,600,-1
100025,20005,6,3,6869,590,600,-1
100026,20005,6,3,267,365,0,-1
100027,20005,6,3,776,365,1180,-1
100028,20005,6,3,2807,745,1170,-1
100029,20005,6,3,2298,365,0,2
100030,20005,6,3,3568,365,0,2
100130,20030,6,3,4838,380,0,-1
100131,20030,6,3,9018,380,0,-1
100032,20007,7,1,5193,76,1868,-1
100033,20007,7,1,5193,76,2208,-1
100009,20003,7,2,1233,25,0,-1
100010,20003,7,2,3213,25,0,-1
100011,20003,7,2,1233,1225,0,-1
100012,20003,7,2,3213,1225,0,-1
100013,20003,7,2,5193,25,0,-1
