order_id,item_id,length,width,height,volume,weight,delivery_address_id
20001,100000,5815,1760,540,5.53,2170,1336
20002,100001,3350,1030,580,2.0,974,1504
20003,100002,3060,1950,360,2.15,813,1283
20003,100003,3060,1950,360,2.15,794,1283
20003,100004,3060,1950,360,2.15,793,1283
20003,100005,3060,1950,360,2.15,793,1283
20003,100006,3290,1660,750,4.1,1480,1283
20004,100007,2165,1204,650,1.69,689,1409
20004,100008,2165,1204,710,1.85,775,1409
20004,100009,2165,1204,710,1.85,775,1409
20004,100010,2165,1204,710,1.85,759,1409
20004,100011,2165,1204,710,1.85,763,1409
20004,100012,2620,1200,1230,3.87,1584,1409
20005,100013,2155,990,730,1.56,706,1092
20005,100014,2155,990,730,1.56,706,1092
20006,100015,2165,1204,710,1.85,924,1199
20006,100016,2165,1204,710,1.85,961,1199
20006,100017,2165,1204,710,1.85,934,1199
20006,100018,2165,1204,710,1.85,934,1199
20006,100019,2165,1204,710,1.85,946,1199
20006,100020,2165,1204,710,1.85,946,1199
20006,100021,2165,1204,882,2.3,1189,1199
20006,100022,2165,1204,882,2.3,1226,1199
20007,100023,2895,2160,855,5.35,2693,1063
20007,100024,2895,2160,855,5.35,2637,1063
20007,100025,2895,2160,855,5.35,2670,1063
20007,100026,2895,2160,855,5.35,2594,1063
20007,100027,2895,2160,855,5.35,2613,1063
20008,100028,5745,2240,480,6.18,3067,1408
20008,100029,5745,2240,480,6.18,3067,1408
20008,100030,5745,2240,480,6.18,3058,1408
20008,100031,5745,2240,480,6.18,3058,1408
20009,100032,2910,1040,1030,3.12,1184,1522
20009,100033,2910,1040,1030,3.12,1184,1522
20009,100034,2910,1040,1180,3.57,1336,1522
20009,100035,2910,1040,1180,3.57,1332,1522
20009,100036,2910,1040,1180,3.57,1318,1522
20009,100037,2910,1040,1180,3.57,1336,1522
20010,100038,5745,2240,610,7.85,3458,1388
20010,100039,5745,2240,610,7.85,3480,1388
20010,100040,5745,2240,610,7.85,3480,1388
20011,100041,1960,1120,1030,2.26,1072,1098
20011,100042,1960,1120,1050,2.3,1091,1098
20011,100043,2010,820,934,1.54,625,1098
20011,100044,2010,820,934,1.54,632,1098
20011,100045,2345,1335,1180,3.69,1652,1098
20011,100046,2345,1335,1180,3.69,1652,1098
20011,100047,2020,1097,1180,2.61,1189,1098
20011,100048,2020,1097,1180,2.61,1189,1098
20011,100049,2020,1097,1180,2.61,1189,1098
20011,100050,2020,1097,1180,2.61,1189,1098
20012,100051,2030,1490,934,2.83,1379,1077
20012,100052,2030,1490,934,2.83,1390,1077
20012,100053,2030,1490,934,2.83,1379,1077
20012,100054,2030,1490,934,2.83,1379,1077
20012,100055,2030,1490,934,2.83,1379,1077
20012,100056,2030,1490,934,2.83,1390,1077
