item_id,order_id,truck_id,unload,x,y,z,rotation_axis
100219,20046,1,1,6208,320,570,-1
100220,20046,1,1,9358,320,570,-1
100221,20046,1,1,6208,320,1103,-1
100222,20046,1,1,9358,320,1103,-1
100223,20046,1,1,2948,116,1760,-1
100224,20046,1,1,6208,65,0,-1
100225,20046,1,1,9468,65,0,-1
100065,20014,1,2,1108,246,0,-1
100066,20014,1,2,1108,246,440,-1
100067,20014,1,2,1108,246,880,-1
100068,20014,1,2,1108,246,1320,-1
100110,20024,2,1,2067,120,1380,-1
100111,20024,2,1,2067,120,1810,-1
100112,20024,2,1,4537,120,1380,-1
100113,20024,2,1,4537,120,1810,-1
100114,20024,2,1,7007,150,0,-1
100115,20024,2,1,9877,763,0,-1
100116,20024,2,1,7007,150,650,-1
100117,20024,2,1,9877,763,650,-1
100118,20024,2,1,7007,150,1300,-1
100119,20024,2,1,9877,763,1300,-1
100120,20024,2,1,7007,150,1950,-1
100121,20024,2,1,9877,763,1950,-1
100331,20069,2,1,7007,1530,0,-1
100086,20019,2,2,1535,245,0,-1
100087,20019,2,2,4271,245,0,-1
100088,20019,2,2,1535,245,690,-1
100089,20019,2,2,4271,245,690,-1
100045,20007,3,1,2354,55,1475,-1
100046,20007,3,1,2314,21,1045,-1
100047,20007,3,1,3434,46,1750,-1
100048,20007,3,1,10234,590,0,-1
100049,20007,3,1,10274,590,985,-1
100252,20052,3,1,2314,26,0,-1
100253,20052,3,1,4294,26,0,-1
100254,20052,3,1,6274,26,0,-1
100255,20052,3,1,8254,26,0,-1
100256,20052,3,1,2314,1226,0,-1
100257,20052,3,1,4294,1226,0,-1
100258,20052,3,1,6274,1226,0,-1
100259,20052,3,1,8254,1226,0,-1
100260,20052,3,1,8294,626,1045,-1
100261,20052,3,1,6314,626,1750,-1
100208,20044,4,1,6495,245,1420,-1
100209,20044,4,1,6495,245,1670,-1
100210,20044,4,1,6495,135,1920,-1
100091,20021,4,2,6495,21,0,-1
100092,20021,4,2,6495,1225,0,-1
100093,20021,4,2,6495,21,710,-1
100094,20021,4,2,6495,1225,710,-1
100095,20021,4,2,8660,21,0,-1
100096,20021,4,2,10825,21,0,-1
100097,20021,4,2,8660,21,710,-1
100098,20021,4,2,10825,21,710,-1
100099,20021,4,2,8660,1225,0,-1
100100,20021,4,2,10825,1225,0,-1
100101,20021,4,2,8660,1225,710,-1
100304,20066,4,2,0,373,0,-1
100305,20066,4,2,2165,373,0,-1
100306,20066,4,2,4330,373,0,-1
100307,20066,4,2,315,373,1785,-1
100308,20066,4,2,2480,373,1785,-1
100309,20066,4,2,0,1338,0,-1
100310,20066,4,2,2165,1338,0,-1
100311,20066,4,2,4330,1338,0,-1
100312,20066,4,2,10825,1225,710,-1
100313,20066,4,2,315,348,800,-1
100314,20066,4,2,2375,348,800,-1
100315,20066,4,2,4435,348,800,-1
100316,20066,4,2,2375,1363,710,-1
100317,20066,4,2,4435,1363,710,-1
100211,20045,5,1,4234,345,2275,-1
100212,20045,5,1,10744,220,1579,-1
100213,20045,5,1,10744,85,1060,-1
100214,20045,5,1,7084,425,740,-1
100215,20045,5,1,10434,70,0,-1
100216,20045,5,1,10444,70,530,-1
100217,20045,5,1,7084,610,1220,-1
100218,20045,5,1,7084,610,1960,-1
100014,20002,5,2,944,235,710,-1
100015,20002,5,2,944,235,1190,-1
100016,20002,5,2,7094,388,0,-1
100017,20002,5,2,4234,475,1420,-1
100018,20002,5,2,344,160,0,-1
100019,20002,5,2,3719,160,0,-1
100020,20002,5,2,4234,355,710,-1
100103,20023,6,1,7590,239,900,-1
100104,20023,6,1,7590,1219,900,-1
100105,20023,6,1,7590,1229,1675,-1
100106,20023,6,1,10270,1487,0,-1
100107,20023,6,1,7590,239,1675,-1
100108,20023,6,1,7590,235,0,-1
100109,20023,6,1,7590,1225,0,-1
100330,20068,6,1,10270,67,0,-1
100063,20013,6,2,4970,110,0,-1
100064,20013,6,2,4970,110,1140,-1
100274,20058,6,2,830,212,0,-1
100275,20058,6,2,850,1227,0,-1
100276,20058,6,2,2890,212,0,-1
100277,20058,6,2,2890,212,985,-1
100278,20058,6,2,2910,1227,0,-1
100279,20058,6,2,830,212,985,-1
100280,20058,6,2,850,1227,985,-1
100281,20058,6,2,2910,1227,985,-1
100318,20067,7,1,11335,623,0,-1
100319,20067,7,1,7005,20,0,-1
100320,20067,7,1,9170,1229,0,-1
100321,20067,7,1,7005,20,710,-1
100322,20067,7,1,9170,1229,710,-1
100323,20067,7,1,7005,1224,0,-1
100324,20067,7,1,9170,25,0,-1
100325,20067,7,1,7005,1224,710,-1
100326,20067,7,1,9170,25,710,-1
100327,20067,7,1,7005,20,1420,-1
100328,20067,7,1,7005,1224,1420,-1
100329,20067,7,1,11335,623,650,-1
100146,20033,7,2,75,505,0,-1
100147,20033,7,2,75,505,1160,-1
100148,20033,7,2,2385,505,0,-1
100149,20033,7,2,2385,505,1160,-1
100150,20033,7,2,4695,505,0,-1
100151,20033,7,2,4695,505,1160,-1
100060,20012,8,1,7250,175,970,-1
100061,20012,8,1,7250,20,0,-1
100062,20012,8,1,7250,215,430,-1
100267,20057,8,1,1070,717,730,-1
100268,20057,8,1,3130,720,730,-1
100269,20057,8,1,5190,1227,730,-1
100270,20057,8,1,1070,717,1715,-1
100271,20057,8,1,5190,212,1460,-1
100272,20057,8,1,3130,720,1715,-1
100273,20057,8,1,5190,1227,1715,-1
100124,20026,8,2,1070,145,0,-1
100125,20026,8,2,1070,1225,0,-1
100126,20026,8,2,3130,148,0,-1
100127,20026,8,2,5190,142,0,-1
100128,20026,8,2,3130,1228,0,-1
100129,20026,8,2,5190,1222,0,-1
100130,20026,8,2,5190,147,730,-1
100162,20035,9,1,10917,1241,1420,-1
100163,20035,9,1,0,416,1900,-1
100164,20035,9,1,10917,37,0,-1
100165,20035,9,1,10917,1241,0,-1
100166,20035,9,1,10917,1241,710,-1
100167,20035,9,1,8752,23,0,-1
100168,20035,9,1,8752,1227,0,-1
100169,20035,9,1,8752,23,840,-1
100170,20035,9,1,8752,23,1680,-1
100171,20035,9,1,8752,1227,840,-1
100172,20035,9,1,8752,1227,1680,-1
100173,20035,9,1,10917,37,710,-1
100174,20035,9,1,10917,37,1550,-1
100175,20035,9,1,6587,623,1180,-1
100074,20016,9,2,0,91,1160,-1
100075,20016,9,2,4472,180,0,-1
100076,20016,9,2,2042,1136,0,-1
100287,20061,9,2,6612,205,0,-1
100200,20041,9,3,97,136,0,-1
100201,20041,9,3,2042,136,0,-1
100202,20041,9,3,97,1136,0,-1
100135,20029,10,1,5527,110,960,-1
100136,20029,10,1,5527,250,1500,-1
100137,20029,10,1,5527,250,1980,-1
100138,20029,10,1,5527,147,0,-1
100139,20029,10,1,5527,147,480,-1
100203,20042,10,2,1427,563,0,-1
100204,20042,10,2,1427,563,1170,-1
100205,20042,10,2,3477,563,0,-1
100206,20042,10,2,3477,563,1170,-1
100282,20059,11,1,7301,105,275,-1
100283,20059,11,1,7301,105,755,-1
100284,20059,11,1,7301,105,1235,-1
100285,20059,11,1,7301,105,1715,-1
100296,20064,11,2,921,405,1160,-1
100297,20064,11,2,921,405,1800,-1
100298,20064,11,2,921,405,275,-1
100299,20064,11,2,4111,405,275,-1
100300,20064,11,2,4111,405,1160,-1
100194,20039,11,3,921,54,0,-1
100195,20039,11,3,6861,54,0,-1
100140,20030,12,1,8120,147,1090,-1
100141,20030,12,1,8120,147,1500,-1
100021,20003,12,2,8120,118,0,-1
100022,20003,12,2,8120,118,480,-1
100232,20048,12,2,6090,480,1200,-1
100233,20048,12,2,0,480,0,-1
100234,20048,12,2,2030,480,0,-1
100235,20048,12,2,4060,480,0,-1
100236,20048,12,2,6090,480,0,-1
100237,20048,12,2,2030,480,1200,-1
100238,20048,12,2,4060,480,1200,-1
100178,20037,13,1,1920,300,1995,-1
100179,20037,13,1,1920,300,2335,-1
100180,20037,13,1,10220,300,855,-1
100181,20037,13,1,10220,300,1285,-1
