order_id,item_id,length,width,height,volume,weight,delivery_address_id
20001,100000,2165,1204,880,2.29,1142,1512
20001,100001,2165,1204,800,2.09,956,1512
20001,100002,2165,1204,800,2.09,946,1512
20001,100003,2165,1204,800,2.09,946,1512
20001,100004,2165,1204,800,2.09,946,1512
20001,100005,2165,1204,800,2.09,1014,1512
20001,100006,2165,1204,800,2.09,956,1512
20001,100007,2165,1204,800,2.09,956,1512
20001,100008,2165,1204,800,2.09,975,1512
20001,100009,2165,1204,710,1.85,856,1512
20001,100010,2165,1204,710,1.85,856,1512
20001,100011,2165,1204,710,1.85,864,1512
20001,100012,2165,1204,710,1.85,864,1512
20001,100013,2165,1204,710,1.85,856,1512
20002,100014,3290,1980,480,3.13,1501,1137
20002,100015,3290,1980,480,3.13,1501,1137
20002,100016,3340,1675,740,4.14,1948,1137
20002,100017,2780,1500,855,3.57,1690,1137
20002,100018,3375,2130,710,5.1,2422,1137
20002,100019,3375,2130,710,5.1,2422,1137
20002,100020,2740,1740,710,3.38,1534,1137
20003,100021,4870,2215,480,5.18,2612,1294
20003,100022,4870,2215,610,6.58,3296,1294
20004,100023,2165,1204,710,1.85,680,1268
20004,100024,2620,1200,1160,3.65,1243,1268
20004,100025,2620,1200,1065,3.35,1225,1268
20004,100026,2620,1200,1065,3.35,1225,1268
20004,100027,2165,1204,1065,2.78,1001,1268
20004,100028,2165,1204,1065,2.78,1001,1268
20004,100029,2165,1204,1065,2.78,1001,1268
20005,100030,5600,2190,150,1.84,827,1187
20005,100031,5600,2190,150,1.84,827,1187
20005,100032,5035,2350,270,3.19,2235,1187
20005,100033,5035,2350,270,3.19,2235,1187
20005,100034,5380,2290,610,7.52,4419,1187
20005,100035,5380,2290,610,7.52,4419,1187
20006,100036,2031,1270,1140,2.94,1370,1376
20006,100037,2031,1270,1140,2.94,1395,1376
20006,100038,2031,1270,1140,2.94,1380,1376
20006,100039,2031,1270,1140,2.94,1442,1376
20006,100040,2031,1270,1140,2.94,1407,1376
20006,100041,2031,1270,1140,2.94,1382,1376
20006,100042,2031,1270,1180,3.04,1370,1376
20006,100043,2031,1270,1180,3.04,1370,1376
20006,100044,2031,1270,1180,3.04,1358,1376
20007,100045,5940,2342,275,3.83,2397,1407
20007,100046,5980,2410,430,6.2,3935,1407
20007,100047,2880,2360,475,3.23,1984,1407
20007,100048,2690,1270,985,3.37,1892,1407
20007,100049,2690,1270,985,3.37,1892,1407
20008,100050,4584,1975,220,1.99,789,1163
20009,100051,5380,1490,150,1.2,748,1135
20009,100052,5380,1490,150,1.2,748,1135
20009,100053,5380,1490,150,1.2,754,1135
20009,100054,5380,1490,425,3.41,2102,1135
20009,100055,5380,1490,425,3.41,2172,1135
20009,100056,5380,1490,425,3.41,2172,1135
20010,100057,5380,2290,530,6.53,3428,1368
20010,100058,5380,2290,530,6.53,3428,1368
20011,100059,3050,1890,520,3.0,1796,1260
20012,100060,5490,2100,265,3.06,1488,1122
20012,100061,5980,2410,430,6.2,3780,1122
20012,100062,6210,2020,540,6.77,4744,1122
20013,100063,2620,2230,1140,6.66,3463,1451
20013,100064,2620,2230,1200,7.01,3550,1451
20014,100065,5100,1930,440,4.33,1950,1504
20014,100066,5100,1930,440,4.33,1950,1504
20014,100067,5100,1930,440,4.33,1904,1504
20014,100068,5100,1930,440,4.33,1904,1504
20015,100069,2880,2360,370,2.51,1611,1113
20015,100070,2861,1775,519,2.64,1575,1113
20015,100071,2861,1775,519,2.64,1575,1113
20015,100072,2861,1775,640,3.25,1953,1113
20015,100073,2861,1775,640,3.25,1953,1113
20016,100074,2140,2090,740,3.31,1513,1231
20016,100075,2140,2090,740,3.31,1513,1231
20016,100076,2430,1300,970,3.06,1469,1231
20017,100077,5745,2240,480,6.18,2169,1349
20017,100078,5745,2240,480,6.18,1948,1349
20017,100079,5745,2240,480,6.18,2151,1349
20017,100080,5745,2240,480,6.18,2151,1349
20017,100081,5745,2240,480,6.18,1957,1349
20018,100082,2895,2160,855,5.35,1873,1466
20018,100083,2895,2160,855,5.35,1873,1466
20018,100084,2895,2160,855,5.35,1925,1466
20018,100085,2895,2160,855,5.35,1925,1466
20019,100086,2736,1960,690,3.7,1802,1335
20019,100087,2736,1960,690,3.7,1802,1335
