item_id,order_id,truck_id,unload,x,y,z,rotation_axis
100171,20036,1,1,7083,65,0,-1
100172,20036,1,1,7083,65,730,-1
100173,20036,1,1,7083,1225,0,-1
100174,20036,1,1,7083,1225,730,-1
100175,20036,1,1,7083,65,1460,-1
100176,20036,1,1,9313,1226,730,-1
100177,20036,1,1,7083,1225,1460,-1
100178,20036,1,1,9313,65,0,-1
100179,20036,1,1,9313,66,730,-1
100180,20036,1,1,9313,71,1460,-1
100181,20036,1,1,9313,1226,1460,-1
100182,20036,1,1,9313,1225,0,-1
100124,20027,1,2,1293,144,1500,-1
100125,20027,1,2,4188,145,0,-1
100126,20027,1,2,4188,145,855,-1
100127,20027,1,2,4188,145,1710,-1
100096,20024,1,3,1133,344,0,-1
100097,20024,1,3,1133,344,750,-1
100098,20024,1,3,1133,1224,0,-1
100099,20024,1,3,1133,1224,750,-1
100024,20010,2,1,885,480,0,-1
100025,20010,2,1,885,480,1180,-1
100026,20010,2,1,2925,480,0,-1
100027,20010,2,1,4965,480,0,-1
100028,20010,2,1,2925,480,1180,-1
100029,20010,2,1,4965,480,1180,-1
100030,20010,2,1,7005,479,710,-1
100031,20010,2,1,9170,479,1550,-1
100222,20047,2,1,7005,20,0,-1
100223,20047,2,1,7005,1224,0,-1
100224,20047,2,1,9170,20,0,-1
100225,20047,2,1,9170,1224,0,-1
100226,20047,2,1,11335,18,0,-1
100227,20047,2,1,11335,1222,0,-1
100228,20047,2,1,7005,622,1890,-1
100229,20047,2,1,9045,20,710,-1
100230,20047,2,1,9045,1224,710,-1
100161,20033,3,1,7963,147,1570,-1
100162,20033,3,1,7963,147,2079,-1
100058,20016,3,2,5798,623,934,-1
100059,20016,3,2,5798,623,1774,-1
100060,20016,3,2,7963,21,0,-1
100061,20016,3,2,10128,21,0,-1
100062,20016,3,2,7963,1225,0,-1
100063,20016,3,2,10128,1225,0,-1
100064,20016,3,2,12293,143,0,2
100252,20053,3,2,7963,115,840,-1
100002,20002,3,3,3788,815,1868,-1
100195,20039,3,3,1238,540,1868,-1
100196,20039,3,3,13,480,0,-1
100197,20039,3,3,2663,480,0,-1
100198,20039,3,3,5313,480,0,-1
100199,20039,3,3,498,480,934,-1
100200,20039,3,3,3148,480,934,-1
100091,20022,4,1,6930,305,2040,-1
