item_id order_id truck_id unload x y z rotation_axis
100095 20017 1 1 4060 508 1140 -1
100096 20017 1 1 6410 508 1140 -1
100097 20017 1 1 4060 498 0 -1
100098 20017 1 1 6520 498 0 -1
100099 20017 1 1 8980 498 0 -1
100292 20056 1 1 0 480 0 -1
100293 20056 1 1 2030 480 0 -1
100294 20056 1 1 11440 480 0 -1
100295 20056 1 1 11440 480 934 -1
100296 20056 1 1 0 480 934 -1
100297 20056 1 1 2030 480 934 -1
100298 20056 1 1 8760 481 1140 -1
100044 20008 2 1 2808 245 1680 -1
100045 20008 2 1 5544 245 1680 -1
100046 20008 2 1 8028 245 0 -1
100047 20008 2 1 8028 245 710 -1
100048 20008 2 1 8280 245 1420 -1
100049 20008 2 1 10764 245 0 -1
100170 20034 2 2 2808 235 880 -1
100171 20034 2 2 2808 235 1280 -1
100172 20034 2 2 2808 235 0 -1
100173 20034 2 2 2808 235 440 -1
100073 20012 3 1 6180 105 1220 -1
100074 20012 3 1 6180 105 1700 -1
100075 20012 3 1 6180 105 2180 -1
100076 20012 3 1 6180 105 0 -1
100077 20012 3 1 6180 105 610 -1
100203 20039 3 2 0 717 0 -1
100204 20039 3 2 0 717 1070 -1
100205 20039 3 2 2060 717 0 -1
100206 20039 3 2 2060 717 1070 -1
100207 20039 3 2 4120 717 0 -1
100208 20039 3 2 4120 717 1070 -1
100000 20001 4 1 7260 65 1018 -1
100001 20001 4 1 7260 65 0 -1
100002 20001 4 1 7260 65 509 -1
100209 20040 4 1 1835 478 2219 -1
100210 20040 4 1 665 485 519 -1
100211 20040 4 1 665 485 949 -1
100212 20040 4 1 665 485 1379 -1
100213 20040 4 1 1835 478 1809 -1
100214 20040 4 1 4715 210 519 -1
100215 20040 4 1 4715 210 944 -1
100216 20040 4 1 4715 210 1369 -1
100217 20040 4 1 4715 210 1794 -1
100218 20040 4 1 4715 210 2219 -1
100219 20040 4 1 7260 210 1493 -1
100220 20040 4 1 0 65 0 -1
100221 20040 4 1 2420 65 0 -1
100222 20040 4 1 4840 65 0 -1
100072 20011 5 1 7544 140 1420 -1
100272 20050 5 1 7544 75 1845 -1
100078 20013 5 2 4354 135 710 -1
100079 20013 5 2 4354 135 0 -1
100080 20013 5 2 7222 135 0 -1
100081 20013 5 2 10090 135 0 -1
100082 20013 5 2 7544 135 710 -1
100083 20013 5 2 10412 135 710 -1
100275 20052 5 2 1164 405 1600 -1
100276 20052 5 2 1164 405 0 -1
100277 20052 5 2 1164 405 800 -1
100278 20052 5 2 4354 405 1330 -1
100094 20016 6 1 8447 41 850 -1
100291 20055 6 1 8447 439 1580 -1
100043 20007 6 2 437 395 0 -1
100232 20046 6 2 1987 385 2390 -1
100233 20046 6 2 1987 385 265 -1
100234 20046 6 2 1987 385 690 -1
100235 20046 6 2 1987 385 1115 -1
100236 20046 6 2 1987 385 1540 -1
100237 20046 6 2 1987 385 1965 -1
100238 20046 6 2 3987 385 265 -1
100239 20046 6 2 3987 385 690 -1
100240 20046 6 2 3987 385 1115 -1
100241 20046 6 2 3987 385 1540 -1
100242 20046 6 2 3987 385 1965 -1
100243 20046 6 2 10467 86 425 -1
100244 20046 6 2 10467 1151 425 -1
100245 20046 6 2 5987 86 0 -1
100246 20046 6 2 8227 86 0 -1
100247 20046 6 2 10467 86 0 -1
100248 20046 6 2 5987 1268 0 -1
100249 20046 6 2 8227 1268 0 -1
100250 20046 6 2 10467 1268 0 -1
100251 20046 6 2 5987 86 425 -1
100252 20046 6 2 8227 86 425 -1
100253 20046 6 2 5987 1268 425 -1
100254 20046 6 2 8227 1268 425 -1
100255 20046 6 2 5987 813 850 -1
100256 20046 6 2 5987 813 1383 -1
100257 20046 6 2 5987 813 1916 -1
100175 20036 7 1 9441 155 1510 -1
100176 20036 7 1 3705 135 1600 -1
100177 20036 7 1 6573 135 800 -1
100178 20036 7 1 9441 135 800 -1
100179 20036 7 1 6573 135 1510 -1
100003 20002 7 2 3705 135 800 -1
100004 20002 7 2 3705 210 0 -1
100005 20002 7 2 6500 210 0 -1
100006 20002 7 2 9295 210 0 -1
100007 20002 7 2 395 135 0 -1
100008 20002 7 2 475 360 710 -1
100223 20041 7 2 1645 685 1406 -1
100118 20023 8 1 4268 330 2100 -1
100119 20023 8 1 7148 330 870 -1
100120 20023 8 1 7148 330 1725 -1
100121 20023 8 1 10028 330 870 -1
100122 20023 8 1 10028 330 1725 -1
100089 20015 8 2 1028 480 1392 -1
100090 20015 8 2 3068 480 0 -1
100091 20015 8 2 3068 480 1050 -1
100092 20015 8 2 5108 480 0 -1
100093 20015 8 2 5108 480 1050 -1
100287 20054 8 2 332 245 0 -1
100288 20054 8 2 332 245 696 -1
100289 20054 8 2 7148 135 0 -1
100290 20054 8 2 10016 135 0 -1
100134 20027 9 1 9056 157 610 -1
100135 20027 9 1 9056 157 1250 -1
100136 20027 9 1 9056 157 1890 -1
100137 20027 9 1 2546 624 1868 -1
100084 20014 9 2 2546 274 781 -1
100085 20014 9 2 2546 274 1311 -1
100086 20014 9 2 6996 110 0 -1
100087 20014 9 2 9923 110 0 -1
100088 20014 9 2 486 319 0 -1
100279 20053 9 2 486 687 781 -1
100280 20053 9 2 486 687 1715 -1
